1800003	545	2
1800003	17643	3
1800003	34759	5
1800003	45057	5
1800003	46486	5
1800003	77745	5
1800003	84514	5
1800003	90240	5
1800003	111873	5
1800003	129056	5
1800003	7294	1
1800003	20969	1
1800003	28017	2
1800003	32111	1
1800003	46821	1
1800003	61420	5
1800003	83722	1
1800003	89983	5
1800003	95532	1
1800003	98994	1
1800003	11386	4
1800003	43827	4
1800003	46790	5
1800003	64942	4
1800003	82309	4
1800003	84589	5
1800003	95927	5
1800003	105078	4
1800003	112900	5
1800003	114530	4
1800003	9247	1
1800003	40712	5
1800003	45839	2
1800003	47481	5
1800003	91353	3
1800003	103163	4
1800003	105004	2
1800003	105245	3
1800003	118191	5
1800003	129824	5
1800003	14	1
1800003	20645	4
1800003	26302	4
1800003	37887	3
1800003	64879	1
1800003	79622	1
1800003	91567	4
1800003	113116	4
1800003	115230	4
1800003	122601	5
1800003	29204	4
1800003	37364	3
1800003	48884	2
1800003	52644	2
1800003	54799	3
1800003	69647	1
1800003	82321	4
1800003	91165	3
1800003	95927	4
1800003	115666	4
1800003	26302	1
1800003	51615	5
1800003	52611	5
1800003	55240	5
1800003	71531	5
1800003	72309	1
1800003	79702	5
1800003	87714	5
1800003	101121	1
1800003	116794	5
1800003	6260	1
1800003	31207	1
1800003	36364	1
1800003	68553	5
1800003	75506	5
1800003	81152	1
1800003	87184	1
1800003	91266	5
1800003	114910	4
1800003	129017	1
1800003	10993	1
1800003	14580	5
1800003	24809	4
1800003	34466	3
1800003	34737	5
1800003	51846	4
1800003	69317	5
1800003	78379	5
1800003	84751	5
1800003	97809	5
1800003	9229	5
1800003	13859	5
1800003	48432	1
1800003	56287	5
1800003	58958	3
1800003	78174	1
1800003	89099	1
1800003	108430	1
1800003	121709	2
1800003	135234	2
1800003	6299	2
1800003	14877	2
1800003	15107	1
1800003	39670	2
1800003	63530	2
1800003	64045	4
1800003	91733	1
1800003	116004	2
1800003	123344	4
1800003	128016	5
1800003	26243	5
1800003	38396	5
1800003	52968	2
1800003	62531	5
1800003	84798	5
1800003	87641	1
1800003	88718	5
1800003	97264	1
1800003	102637	1
1800003	117279	1
1800003	12408	4
1800003	17528	4
1800003	17799	4
1800003	27110	4
1800003	28229	4
1800003	31808	4
1800003	54351	5
1800003	59561	5
1800003	116759	5
1800003	126482	3
1800003	7109	1
1800003	18936	1
1800003	39711	1
1800003	40044	1
1800003	40327	5
1800003	50615	1
1800003	69076	1
1800003	69264	1
1800003	73867	1
1800003	107290	1
1800003	49119	5
1800003	55377	5
1800003	79898	1
1800003	86341	5
1800003	94578	5
1800003	99741	2
1800003	109059	5
1800003	115615	3
1800003	116676	5
1800003	135481	5
1800003	1650	2
1800003	18147	5
1800003	26759	1
1800003	45026	1
1800003	46238	5
1800003	53173	4
1800003	86356	5
1800003	87658	4
1800003	95772	5
1800003	129301	1
1800003	4795	4
1800003	15611	5
1800003	46141	5
1800003	49031	5
1800003	58059	4
1800003	58331	4
1800003	58377	5
1800003	64661	5
1800003	75758	5
1800003	93256	5
1800003	32137	5
1800003	45934	3
1800003	54026	5
1800003	56192	1
1800003	70134	3
1800003	81076	5
1800003	98325	5
1800003	100474	4
1800003	122062	3
1800003	131184	4
1800003	7589	1
1800003	10309	3
1800003	17610	4
1800003	30049	5
1800003	57872	1
1800003	62219	1
1800003	70949	5
1800003	83292	2
1800003	93001	4
1800003	123827	4
1800003	219	4
1800003	1774	5
1800003	2887	5
1800003	8214	5
1800003	18230	5
1800003	24406	5
1800003	67517	5
1800003	96714	5
1800003	100755	5
1800003	129562	5
1800003	25602	2
1800003	32537	5
1800003	39363	5
1800003	80571	5
1800003	91198	5
1800003	116477	5
1800003	120619	5
1800003	126757	5
1800003	129671	1
1800003	132727	5
1800003	5292	5
1800003	8299	4
1800003	17622	5
1800003	30296	5
1800003	43020	5
1800003	52606	3
1800003	101973	5
1800003	105433	4
1800003	120113	5
1800003	125682	5
1800003	19307	5
1800003	37249	5
1800003	43689	2
1800003	53502	5
1800003	61306	5
1800003	70961	5
1800003	72050	5
1800003	83894	5
1800003	98430	5
1800003	106434	5
1800003	6049	5
1800003	43547	5
1800003	44234	5
1800003	44893	5
1800003	73935	4
1800003	90177	4
1800003	95961	5
1800003	98455	4
1800003	115651	5
1800003	130970	5
1800003	7010	5
1800003	15503	5
1800003	16548	5
1800003	21255	5
1800003	33584	5
1800003	41073	5
1800003	48817	5
1800003	108675	5
1800003	112520	5
1800003	134954	5
1800003	11534	4
1800003	14621	5
1800003	28985	3
1800003	56885	1
1800003	74541	1
1800003	91874	2
1800003	104711	2
1800003	115975	4
1800003	119106	3
1800003	126961	5
1800003	1235	3
1800003	12190	5
1800003	45162	4
1800003	45841	5
1800003	53045	2
1800003	62418	4
1800003	90171	5
1800003	109706	5
1800003	123179	4
1800003	123960	3
1800003	2596	3
1800003	3183	3
1800003	49029	3
1800003	50150	3
1800003	56488	3
1800003	94628	3
1800003	96122	3
1800003	116053	3
1800003	117722	3
1800003	119945	3
1800003	8009	3
1800003	37310	5
1800003	47848	5
1800003	75811	5
1800003	77610	5
1800003	84055	5
1800003	104916	5
1800003	104940	1
1800003	114962	5
1800003	132189	5
1800003	29635	5
1800003	40738	4
1800003	41786	3
1800003	43827	5
1800003	58748	5
1800003	59641	5
1800003	62954	5
1800003	64532	3
1800003	76071	5
1800003	108971	5
1800003	11609	5
1800003	27626	5
1800003	30266	1
1800003	55475	5
1800003	55558	4
1800003	78583	4
1800003	90623	1
1800003	96403	5
1800003	103257	1
1800003	114708	5
1800003	6867	2
1800003	9454	3
1800003	17721	3
1800003	17965	3
1800003	38046	3
1800003	54650	5
1800003	60654	5
1800003	77658	5
1800003	90064	5
1800003	114768	3
1800003	14580	4
1800003	40441	3
1800003	45828	5
1800003	74708	5
1800003	78174	4
1800003	78724	4
1800003	107910	5
1800003	110524	3
1800003	113932	4
1800003	116073	3
1800003	2545	2
1800003	3027	5
1800003	6572	5
1800003	18937	3
1800003	73643	5
1800003	78452	5
1800003	84481	1
1800003	103123	3
1800003	111101	5
1800003	116052	5
1800003	4279	3
1800003	10879	5
1800003	23689	1
1800003	35589	5
1800003	36671	1
1800003	71593	1
1800003	79881	4
1800003	107951	5
1800003	122140	4
1800003	130219	5
1800003	1724	5
1800003	6248	5
1800003	36680	5
1800003	40303	5
1800003	81200	5
1800003	97219	5
1800003	101890	5
1800003	104559	5
1800003	125402	5
1800003	129822	5
1800003	15635	3
1800003	37926	5
1800003	44292	3
1800003	69218	5
1800003	69908	3
1800003	72039	3
1800003	77219	5
1800003	82084	4
1800003	97313	3
1800003	117155	4
1800003	17198	3
1800003	41111	4
1800003	49935	4
1800003	61622	4
1800003	66452	4
1800003	79622	3
1800003	80313	3
1800003	89284	3
1800003	97162	3
1800003	124533	2
1800003	19538	1
1800003	21503	5
1800003	48677	5
1800003	64526	5
1800003	78828	1
1800003	79113	5
1800003	91265	5
1800003	105612	1
1800003	124153	5
1800003	134265	5
1800003	18571	5
1800003	21560	1
1800003	38795	1
1800003	44809	5
1800003	45026	5
1800003	85991	1
1800003	96591	5
1800003	116732	5
1800003	118982	1
1800003	136694	1
1800003	2975	1
1800003	40912	1
1800003	52841	4
1800003	62099	5
1800003	66958	1
1800003	83778	3
1800003	98018	4
1800003	125320	1
1800003	130613	1
1800003	131871	1
1800003	14389	3
1800003	51032	4
1800003	53423	5
1800003	56938	1
1800003	62904	1
1800003	70273	1
1800003	88682	1
1800003	108550	1
1800003	113057	4
1800003	130467	4
1800003	4039	3
1800003	16402	1
1800003	32668	1
1800003	42723	2
1800003	55418	1
1800003	59068	1
1800003	89717	1
1800003	102943	1
1800003	120641	1
1800003	126725	5
1800003	17032	2
1800003	33851	3
1800003	49380	5
1800003	75995	1
1800003	86163	4
1800003	91987	5
1800003	95489	5
1800003	99034	5
1800003	99327	3
1800003	125674	3
1800003	14530	1
1800003	26072	2
1800003	40973	3
1800003	66930	4
1800003	67674	1
1800003	84910	2
1800003	96955	3
1800003	99777	2
1800003	105818	2
1800003	120268	2
1800003	803	3
1800003	1790	2
1800003	7657	5
1800003	10962	1
1800003	49324	1
1800003	55565	2
1800003	66452	1
1800003	69572	1
1800003	76599	1
1800003	130532	2
1800003	8704	5
1800003	71730	5
1800003	79017	5
1800003	91733	5
1800003	95608	5
1800003	101848	5
1800003	110745	3
1800003	112224	5
1800003	124140	5
1800003	133916	5
1800003	7891	3
1800003	15203	1
1800003	26608	3
1800003	27953	2
1800003	32439	1
1800003	52813	1
1800003	96435	5
1800003	105319	1
1800003	110021	1
1800003	125960	1
1800003	7837	5
1800003	11056	5
1800003	24300	5
1800003	30630	5
1800003	52234	1
1800003	60088	5
1800003	89428	5
1800003	100061	5
1800003	109663	5
1800003	116218	1
1800003	335	5
1800003	5907	1
1800003	6600	3
1800003	28720	4
1800003	54776	5
1800003	66069	5
1800003	83042	5
1800003	117710	2
1800003	120268	5
1800003	132833	2
1800003	15251	5
1800003	21440	5
1800003	39303	5
1800003	54776	4
1800003	57180	5
1800003	72037	5
1800003	89427	2
1800003	106151	4
1800003	109299	3
1800003	118492	5
1800003	10854	3
1800003	20977	3
1800003	64552	4
1800003	72037	1
1800003	82576	2
1800003	93500	3
1800003	94342	4
1800003	98116	3
1800003	102777	5
1800003	114914	3
1800003	9432	1
